Time,AE,EC,M,O
3617.806418,56300,-6.96E-07,0.102022838,1
3618.305,59154.54545,-6.86E-07,0.101073932,1
3618.80403,53905.97015,-6.92E-07,0.09479572,1
3619.310152,58619.69697,-6.88E-07,0.105054765,1
3619.809692,60512.30769,-6.88E-07,0.092471362,1
3620.302727,51572.72727,-6.94E-07,0.104421504,1
3620.803134,60291.04478,-6.92E-07,0.096884913,1
3621.305672,59476.1194,-7.00E-07,0.098585147,1
3621.805,56833.33333,-6.91E-07,0.103645674,1
3622.303881,62295.52239,-6.94E-07,0.093284481,1
3622.806567,57723.8806,-6.97E-07,0.10590811,1
3623.305455,55760.60606,-6.89E-07,0.094691858,1
3623.801818,56683.33333,-6.97E-07,0.101222709,1
3624.302239,56820.89552,-6.90E-07,0.100221363,1
3624.805522,57849.25373,-6.97E-07,0.096100522,1
3625.305152,58218.18182,-6.91E-07,0.105086345,1
3625.800606,60109.09091,-6.90E-07,0.092415663,1
3626.306418,51747.76119,-6.96E-07,0.104924834,1
3626.806061,59836.36364,-6.87E-07,0.097434283,1
3627.301818,54107.57576,-6.93E-07,0.097664294,1
3627.802537,57044.77612,-6.90E-07,0.102668765,1
3628.305672,61986.56716,-6.92E-07,0.094756519,1
3628.805,57134.84848,-6.90E-07,0.10547353,1
3629.303731,55341.79104,-6.86E-07,0.094076245,1
3629.807727,55200,-6.94E-07,0.101546732,1
3630.306061,59825.75758,-6.88E-07,0.100952172,1
3630.802879,56787.87879,-6.93E-07,0.095118474,1
3631.302687,58558.20896,-6.91E-07,0.103996224,1
3631.80597,60782.08955,-6.90E-07,0.094589462,1
3632.305,49131.81818,-6.93E-07,0.104288791,1
3632.803881,59926.86567,-6.86E-07,0.096913685,1
3633.307463,55397.01493,-6.92E-07,0.098595756,1
3633.806818,56377.27273,-6.88E-07,0.103522271,1
3634.302879,60334.84848,-6.88E-07,0.093749361,1
3634.803284,56325.37313,-6.86E-07,0.104440928,1
3635.306269,54104.47761,-6.86E-07,0.095817659,1
3635.805303,55974.24242,-6.93E-07,0.101296459,1
3636.300303,58624.24242,-6.88E-07,0.101221796,1
3636.804118,57660.29412,-6.96E-07,0.095291283,1
3637.307576,58828.78788,-6.90E-07,0.10503012,1
3637.803182,61250,-6.88E-07,0.093701716,1
3638.302537,50985.07463,-6.90E-07,0.103441108,1
3638.805821,60358.20896,-6.87E-07,0.098384104,1
3639.305152,55433.33333,-6.88E-07,0.097740051,1
3639.800606,57019.69697,-6.86E-07,0.103534867,1
3640.303529,62522.05882,-6.88E-07,0.094036145,1
3640.807121,56495.45455,-6.86E-07,0.105562066,1
3641.302727,53904.54545,-6.86E-07,0.095353961,1
3641.802388,54020.89552,-6.92E-07,0.100451358,1
3642.305672,59641.79104,-6.91E-07,0.101728286,1
